solver_window_ms,user_decision_timeout_ms,time_to_deadline_ms,time_in_force,max_slippage_bps,max_gas_cost_usd,max_hops,has_whitelist,has_blacklist,has_limit_price,optimization_goal,surplus_weight,gas_cost_weight,execution_speed_weight,reputation_weight,require_simulation,input_count,output_count,input_asset_types,output_asset_types,input_value_usd,expected_output_value_usd,benchmark_source,benchmark_confidence,expected_gas_usd,expected_slippage_bps,has_nlp_input,nlp_confidence,client_platform,tag_count,strategy,actual_surplus_usd,actual_surplus_pct,actual_price_impact,primary_category,sub_category,detected_priority,complexity_level,risk_level,surplus_usd_weight,surplus_pct_weight,price_impact_weight,gas_cost_weight,gas_efficiency_weight,total_cost_weight,success_rate_weight,reliability_weight,guarantee_weight
10000,120000,148516,fill_or_kill,627,2.34,4,False,False,True,balanced,45,12,10,33,False,1,1,"[""native""]","[""native""]",38141.67,38280.84,coingecko,0.968,1.66,376,True,0.668,web,1,Surplus-First,180.39,0.47,1.34,complex_defi,multi_token,balanced,moderate,medium,0.457,0.315,0.228,12,,,,,
3000,30000,104515,good_til_cancel,969,2.96,3,False,True,False,maximize_output,50,10,19,21,True,2,1,"[""stable"", ""native""]","[""volatile""]",8209.19,8155.82,1inch,0.793,1.05,665,False,0.0,web,2,Surplus-First,328.37,4.03,1.02,swap,multi_hop_swap,output,moderate,medium,0.425,0.318,0.257,10,,,,,
3000,120000,57237,immediate,649,2.18,2,True,False,True,maximize_output,14,43,16,27,False,1,1,"[""stable""]","[""stable""]",6006.32,6039.74,coingecko,0.936,1.06,181,True,0.897,api,0,Gas-Optimized,,,,swap,multi_hop_swap,output,moderate,low,,,,43,0.324,0.226,,,
60000,300000,417724,good_til_cancel,622,2.56,3,True,True,True,balanced,22,10,15,53,False,1,2,"[""native""]","[""stable"", ""native""]",36726.11,35914.06,paraswap,0.892,1.67,223,True,0.741,web,0,Reputation-Trust,,,,complex_defi,multi_token,cost,moderate,low,,,,10,,,0.425,0.312,0.263
3000,60000,24058,good_til_cancel,832,2.15,2,False,True,True,maximize_output,54,7,17,22,True,1,1,"[""volatile""]","[""stable""]",48211.41,47901.63,internal,0.87,1.3,633,False,0.0,web,2,Surplus-First,411.42,0.86,1.28,swap,cross_chain,output,complex,high,0.473,0.4,0.127,7,,,,,
10000,60000,27620,good_til_cancel,761,2.52,2,True,True,False,maximize_output,40,7,11,42,False,1,1,"[""volatile""]","[""native""]",26128.26,26307.14,coingecko,0.967,1.82,622,False,0.0,api,2,Surplus-First,104.03,0.4,1.16,swap,simple_swap,output,moderate,medium,0.456,0.35,0.194,7,,,,,
5000,30000,171357,good_til_cancel,536,2.45,3,True,True,True,minimize_gas,14,48,13,25,False,1,1,"[""stable""]","[""stable""]",17970.9,18019.84,1inch,0.988,1.0,477,True,0.61,telegram,4,Gas-Optimized,,,,swap,multi_hop_swap,cost,complex,low,,,,48,0.268,0.237,,,
5000,60000,39830,immediate,692,2.24,2,False,True,True,balanced,11,41,16,32,True,2,1,"[""volatile"", ""native""]","[""stable""]",15817.81,15603.75,internal,0.927,0.67,240,True,0.616,web,1,Gas-Optimized,,,,swap,simple_swap,balanced,moderate,medium,,,,41,0.252,0.259,,,
3000,300000,289691,good_til_cancel,985,2.11,4,False,False,True,balanced,44,10,17,29,False,1,2,"[""volatile""]","[""native"", ""volatile""]",33280.06,33847.23,1inch,0.773,1.58,704,False,0.0,web,4,Surplus-First,1100.6,3.25,0.81,swap,multi_hop_swap,balanced,moderate,high,0.494,0.376,0.13,10,,,,,
3000,60000,63989,good_til_cancel,643,2.18,4,True,True,False,maximize_output,58,14,14,14,True,1,1,"[""native""]","[""native""]",46512.58,46547.29,1inch,0.748,2.31,215,True,0.914,web,1,Surplus-First,515.23,1.11,0.71,complex_defi,split_route,output,complex,medium,0.439,0.377,0.184,14,,,,,
30000,60000,30835,good_til_cancel,679,2.51,3,True,True,True,balanced,29,15,12,44,True,1,1,"[""native""]","[""volatile""]",68384.26,66939.49,paraswap,0.916,2.04,173,True,0.676,mobile,0,Reputation-Trust,,,,swap,cross_chain,output,moderate,medium,,,,15,,,0.401,0.361,0.238
30000,120000,80540,immediate,751,2.61,4,True,True,False,balanced,24,16,14,46,True,1,2,"[""native""]","[""stable"", ""native""]",97619.27,95108.08,internal,0.851,1.79,642,False,0.0,api,5,Reputation-Trust,,,,limit_order,stop_loss,balanced,complex,medium,,,,16,,,0.384,0.346,0.27
10000,120000,387587,good_til_cancel,756,2.67,3,True,True,True,minimize_gas,30,22,5,43,True,2,1,"[""stable"", ""volatile""]","[""native""]",77130.11,76820.86,paraswap,0.825,1.52,150,False,0.0,api,3,Reputation-Trust,,,,complex_defi,multi_token,balanced,complex,high,,,,22,,,0.424,0.345,0.231
5000,300000,43313,fill_or_kill,815,2.47,4,True,False,False,balanced,30,14,6,50,True,1,1,"[""native""]","[""volatile""]",25556.15,25160.85,paraswap,0.893,2.17,457,False,0.0,mobile,1,Reputation-Trust,,,,swap,simple_swap,output,moderate,medium,,,,14,,,0.382,0.358,0.26
3000,60000,110763,immediate,601,2.48,2,False,False,False,minimize_gas,16,58,19,7,True,1,1,"[""volatile""]","[""native""]",5588.1,5526.24,coingecko,0.752,1.18,223,True,0.833,web,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,low,,,,58,0.289,0.305,,,
10000,60000,135064,good_til_cancel,544,2.28,2,True,True,True,minimize_gas,12,49,17,22,True,1,1,"[""native""]","[""volatile""]",5299.65,5286.53,1inch,0.757,0.75,68,True,0.933,api,3,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,49,0.333,0.17,,,
5000,300000,72019,good_til_cancel,819,2.96,4,True,False,False,maximize_output,28,13,20,39,True,1,1,"[""volatile""]","[""volatile""]",15825.74,15732.25,1inch,0.858,1.2,203,False,0.0,mobile,3,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,13,,,0.4,0.361,0.239
3000,30000,33835,fill_or_kill,894,2.58,4,True,False,True,maximize_output,60,13,14,13,True,2,1,"[""stable"", ""stable""]","[""native""]",34586.37,33822.15,internal,0.84,1.31,671,True,0.709,api,5,Surplus-First,432.9,1.28,0.84,swap,multi_hop_swap,output,complex,medium,0.447,0.327,0.226,13,,,,,
15000,600000,419381,good_til_cancel,851,2.94,2,True,False,False,balanced,18,14,29,39,True,1,1,"[""stable""]","[""volatile""]",69699.23,68179.19,coingecko,0.882,1.54,132,True,0.823,api,2,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,high,,,,14,,,0.401,0.384,0.215
30000,60000,185900,immediate,640,2.14,3,True,False,True,maximize_output,58,5,12,25,False,1,1,"[""native""]","[""native""]",44041.53,42898.04,coingecko,0.752,1.13,383,False,0.0,telegram,5,Surplus-First,538.73,1.26,1.0,swap,multi_hop_swap,output,complex,medium,0.494,0.361,0.145,5,,,,,
60000,60000,237324,good_til_cancel,817,2.47,3,True,False,False,maximize_output,18,12,15,55,False,3,1,"[""native"", ""native"", ""native""]","[""stable""]",38182.36,37211.47,coingecko,0.982,1.24,377,False,0.0,mobile,0,Reputation-Trust,,,,swap,simple_swap,balanced,complex,medium,,,,12,,,0.352,0.312,0.336
10000,30000,44732,good_til_cancel,505,2.75,2,True,True,True,fastest_execution,40,6,12,42,False,1,1,"[""volatile""]","[""volatile""]",30841.34,30694.7,coingecko,0.729,1.87,57,True,0.851,api,1,Surplus-First,610.64,1.99,0.92,limit_order,standard_limit,speed,simple,low,0.459,0.344,0.197,6,,,,,
30000,300000,253727,good_til_cancel,874,2.59,3,True,True,False,balanced,47,12,19,22,True,1,1,"[""stable""]","[""native""]",18063.84,17755.27,paraswap,0.955,2.05,332,True,0.781,mobile,0,Surplus-First,595.99,3.36,1.06,complex_defi,split_route,balanced,complex,medium,0.402,0.329,0.269,12,,,,,
5000,60000,145593,good_til_cancel,595,2.29,2,False,False,True,minimize_gas,17,51,11,21,False,1,1,"[""volatile""]","[""stable""]",13658.88,13793.79,1inch,0.816,1.68,534,True,0.88,web,1,Gas-Optimized,,,,swap,multi_hop_swap,cost,simple,medium,,,,51,0.269,0.287,,,
30000,300000,167176,good_til_cancel,508,2.37,4,True,False,False,balanced,60,5,19,16,True,1,2,"[""volatile""]","[""volatile"", ""native""]",36209.31,36179.48,1inch,0.852,2.08,244,True,0.888,mobile,0,Surplus-First,356.56,0.99,0.65,complex_defi,multi_token,output,moderate,medium,0.45,0.361,0.189,5,,,,,
60000,300000,445956,good_til_cancel,694,2.32,4,False,True,True,minimize_gas,20,14,31,35,True,1,1,"[""stable""]","[""volatile""]",94813.64,92751.94,internal,0.857,1.32,425,False,0.0,api,1,Reputation-Trust,,,,swap,multi_hop_swap,balanced,complex,medium,,,,14,,,0.379,0.395,0.226
30000,300000,463510,immediate,682,2.99,4,False,True,True,balanced,16,21,21,42,False,2,1,"[""volatile"", ""volatile""]","[""stable""]",44267.13,44473.46,paraswap,0.917,1.53,402,True,0.671,mobile,1,Reputation-Trust,,,,complex_defi,split_route,output,moderate,low,,,,21,,,0.383,0.357,0.26
10000,60000,103610,immediate,592,2.32,2,True,False,True,balanced,10,56,17,17,False,1,1,"[""stable""]","[""volatile""]",5048.52,5039.65,paraswap,0.792,0.55,239,True,0.748,web,3,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,56,0.315,0.237,,,
60000,600000,338818,good_til_cancel,750,2.59,2,True,False,True,balanced,26,10,24,40,True,1,1,"[""stable""]","[""native""]",8882.05,8864.77,internal,0.857,1.27,223,False,0.0,web,4,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,moderate,medium,,,,10,,,0.425,0.372,0.203
5000,120000,100299,good_til_cancel,542,2.17,3,True,False,False,minimize_gas,16,56,18,10,True,1,1,"[""volatile""]","[""volatile""]",10262.62,10259.93,paraswap,0.873,1.48,415,True,0.798,mobile,4,Gas-Optimized,,,,swap,simple_swap,cost,simple,medium,,,,56,0.3,0.258,,,
5000,300000,168711,fill_or_kill,899,2.55,4,True,False,False,fastest_execution,56,6,10,28,False,2,1,"[""stable"", ""native""]","[""native""]",45646.44,46197.45,1inch,0.788,1.83,175,False,0.0,mobile,0,Surplus-First,272.92,0.59,0.36,swap,cross_chain,balanced,complex,high,0.428,0.338,0.234,6,,,,,
5000,60000,408132,good_til_cancel,699,2.97,4,True,False,False,fastest_execution,20,11,33,36,True,2,2,"[""stable"", ""native""]","[""native"", ""volatile""]",17792.89,17325.83,paraswap,0.973,2.16,442,True,0.815,mobile,2,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,11,,,0.389,0.371,0.24
3000,120000,78022,good_til_cancel,569,2.08,2,True,True,True,maximize_output,16,44,20,20,True,1,1,"[""native""]","[""volatile""]",11625.11,11473.41,coingecko,0.957,1.26,249,True,0.735,api,0,Gas-Optimized,,,,swap,multi_hop_swap,balanced,simple,low,,,,44,0.295,0.226,,,
3000,30000,60773,good_til_cancel,905,2.01,4,False,False,False,balanced,59,11,15,15,True,1,1,"[""native""]","[""stable""]",33421.38,33051.13,coingecko,0.983,2.31,152,True,0.76,telegram,5,Surplus-First,464.99,1.41,1.69,swap,simple_swap,output,complex,high,0.437,0.362,0.201,11,,,,,
3000,120000,241118,immediate,686,2.73,2,False,False,False,maximize_output,44,13,15,28,False,1,1,"[""stable""]","[""stable""]",37454.69,36965.37,coingecko,0.836,1.11,281,False,0.0,api,0,Surplus-First,552.17,1.49,0.75,complex_defi,aggregated_swap,output,moderate,medium,0.438,0.364,0.198,13,,,,,
60000,120000,392078,good_til_cancel,795,2.95,3,True,True,True,balanced,21,15,22,42,True,2,1,"[""volatile"", ""volatile""]","[""volatile""]",51572.98,51113.14,1inch,0.902,1.97,143,True,0.677,telegram,0,Reputation-Trust,,,,swap,cross_chain,output,complex,high,,,,15,,,0.376,0.353,0.271
15000,60000,180334,good_til_cancel,536,2.19,2,True,True,True,balanced,11,43,11,35,True,2,1,"[""volatile"", ""volatile""]","[""volatile""]",8225.18,8107.05,internal,0.939,0.55,233,False,0.0,web,0,Gas-Optimized,,,,complex_defi,split_route,cost,complex,medium,,,,43,0.266,0.246,,,
30000,600000,553055,fill_or_kill,674,2.24,3,False,True,True,balanced,19,10,27,44,True,1,2,"[""stable""]","[""native"", ""native""]",50418.8,49873.34,1inch,0.813,1.56,149,False,0.0,mobile,3,Reputation-Trust,,,,limit_order,stop_loss,output,complex,high,,,,10,,,0.374,0.385,0.241
10000,30000,177860,immediate,649,2.1,3,True,False,True,minimize_gas,11,44,13,32,True,1,1,"[""stable""]","[""volatile""]",486.69,489.45,1inch,0.891,1.48,553,False,0.0,api,1,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,simple,medium,,,,44,0.264,0.326,,,
30000,120000,171948,good_til_cancel,852,2.12,4,False,True,False,maximize_output,52,5,15,28,False,1,1,"[""native""]","[""volatile""]",36918.42,37514.94,1inch,0.948,2.09,356,True,0.947,telegram,2,Surplus-First,421.18,1.12,0.78,complex_defi,split_route,output,complex,high,0.47,0.32,0.21,5,,,,,
30000,30000,186561,fill_or_kill,816,2.13,3,True,True,True,balanced,59,7,17,17,True,1,1,"[""stable""]","[""volatile""]",14603.93,14712.39,internal,0.768,1.36,530,True,0.729,telegram,3,Surplus-First,242.76,1.65,0.73,swap,multi_hop_swap,balanced,complex,high,0.464,0.387,0.149,7,,,,,
30000,60000,521642,fill_or_kill,609,2.24,3,False,True,True,balanced,25,15,18,42,False,1,1,"[""volatile""]","[""native""]",92766.78,90345.56,coingecko,0.945,1.73,368,True,0.689,web,3,Reputation-Trust,,,,swap,cross_chain,output,complex,high,,,,15,,,0.448,0.337,0.215
5000,120000,93522,good_til_cancel,507,2.36,2,True,True,True,minimize_gas,25,58,12,5,True,1,1,"[""stable""]","[""volatile""]",9905.57,9977.86,coingecko,0.936,1.16,48,False,0.0,web,4,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,58,0.332,0.262,,,
10000,30000,102035,immediate,674,2.17,3,False,False,False,minimize_gas,11,51,17,21,True,1,1,"[""volatile""]","[""volatile""]",16540.0,16383.37,internal,0.9,1.48,303,True,0.641,telegram,4,Gas-Optimized,,,,complex_defi,aggregated_swap,cost,simple,low,,,,51,0.29,0.298,,,
5000,300000,151047,fill_or_kill,680,2.2,4,True,True,True,fastest_execution,16,20,24,40,True,3,2,"[""volatile"", ""stable"", ""volatile""]","[""volatile"", ""stable""]",97701.19,97867.9,paraswap,0.815,1.44,387,False,0.0,web,5,Reputation-Trust,,,,complex_defi,aggregated_swap,balanced,complex,medium,,,,20,,,0.439,0.358,0.203
10000,120000,294189,immediate,774,2.26,4,True,True,True,maximize_output,15,18,25,42,True,1,1,"[""stable""]","[""volatile""]",15840.26,15649.0,paraswap,0.957,1.69,227,True,0.661,telegram,0,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,medium,,,,18,,,0.432,0.375,0.193
15000,600000,229728,fill_or_kill,775,2.78,4,False,True,True,minimize_gas,23,15,23,39,False,1,1,"[""native""]","[""native""]",3127.46,3102.57,paraswap,0.804,1.55,247,True,0.931,web,1,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,medium,,,,15,,,0.435,0.354,0.211
30000,120000,209959,good_til_cancel,801,2.34,3,True,True,False,maximize_output,23,20,17,40,True,1,1,"[""volatile""]","[""volatile""]",44660.83,43893.16,coingecko,0.92,1.59,594,True,0.912,telegram,0,Reputation-Trust,,,,swap,multi_hop_swap,balanced,moderate,medium,,,,20,,,0.36,0.398,0.242
10000,60000,54687,good_til_cancel,866,2.75,3,True,True,False,balanced,44,11,16,29,False,3,1,"[""volatile"", ""stable"", ""native""]","[""stable""]",7706.42,7479.06,coingecko,0.725,1.47,218,False,0.0,web,3,Surplus-First,695.19,9.3,1.42,swap,cross_chain,output,complex,medium,0.452,0.33,0.218,11,,,,,
5000,300000,287498,good_til_cancel,708,2.75,2,False,False,True,balanced,15,11,24,50,True,1,1,"[""stable""]","[""stable""]",28553.41,28446.08,coingecko,0.876,1.63,273,False,0.0,telegram,4,Reputation-Trust,,,,swap,cross_chain,balanced,complex,high,,,,11,,,0.445,0.312,0.243
5000,600000,430901,fill_or_kill,666,2.62,2,True,True,True,balanced,18,10,19,53,True,1,1,"[""volatile""]","[""native""]",63152.12,64163.79,1inch,0.835,1.26,435,False,0.0,api,0,Reputation-Trust,,,,swap,multi_hop_swap,output,complex,high,,,,10,,,0.434,0.368,0.198
3000,120000,97102,fill_or_kill,536,2.35,2,False,True,False,minimize_gas,13,54,20,13,True,2,1,"[""native"", ""native""]","[""stable""]",17661.02,17543.84,paraswap,0.84,0.92,128,False,0.0,mobile,1,Gas-Optimized,,,,swap,multi_hop_swap,cost,moderate,low,,,,54,0.268,0.25,,,
60000,60000,164667,fill_or_kill,877,2.86,4,True,True,False,minimize_gas,28,16,13,43,False,1,1,"[""stable""]","[""stable""]",84362.11,83292.89,1inch,0.979,1.23,470,True,0.667,web,3,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,high,,,,16,,,0.427,0.4,0.173
15000,300000,388391,good_til_cancel,698,2.91,2,True,False,True,balanced,22,17,19,42,False,1,1,"[""native""]","[""stable""]",20063.02,19734.75,paraswap,0.966,2.27,325,False,0.0,mobile,2,Reputation-Trust,,,,swap,simple_swap,cost,simple,low,,,,17,,,0.368,0.371,0.261
15000,60000,189888,immediate,678,2.09,3,True,False,True,balanced,25,50,20,5,False,1,1,"[""volatile""]","[""native""]",10842.0,10933.07,1inch,0.96,0.64,608,True,0.602,api,0,Gas-Optimized,,,,swap,multi_hop_swap,cost,complex,medium,,,,50,0.272,0.252,,,
30000,600000,327673,good_til_cancel,614,2.54,4,False,True,True,balanced,21,16,9,54,True,1,2,"[""stable""]","[""stable"", ""stable""]",10031.16,9979.08,1inch,0.972,1.37,316,False,0.0,telegram,3,Reputation-Trust,,,,swap,cross_chain,cost,complex,medium,,,,16,,,0.396,0.379,0.225
3000,300000,184538,good_til_cancel,651,2.43,3,True,True,False,balanced,41,13,20,26,False,1,1,"[""volatile""]","[""native""]",18595.77,18200.86,coingecko,0.863,2.16,120,False,0.0,mobile,4,Surplus-First,610.63,3.35,1.16,complex_defi,split_route,output,complex,high,0.442,0.305,0.253,13,,,,,
60000,300000,88237,fill_or_kill,628,2.45,4,True,True,False,fastest_execution,24,17,6,53,True,1,1,"[""volatile""]","[""native""]",5341.53,5227.67,coingecko,0.942,2.28,492,True,0.742,mobile,1,Reputation-Trust,,,,complex_defi,split_route,balanced,complex,low,,,,17,,,0.444,0.398,0.158
10000,120000,61525,good_til_cancel,799,2.39,4,True,True,False,fastest_execution,45,10,18,27,True,2,1,"[""native"", ""volatile""]","[""native""]",34432.23,34004.44,paraswap,0.773,1.05,684,True,0.62,mobile,4,Surplus-First,566.64,1.67,1.4,swap,cross_chain,output,moderate,medium,0.48,0.318,0.202,10,,,,,
30000,120000,524835,fill_or_kill,767,2.32,2,True,True,False,balanced,28,23,14,35,True,1,1,"[""stable""]","[""stable""]",63710.25,63622.23,internal,0.807,1.67,460,False,0.0,telegram,5,Reputation-Trust,,,,limit_order,stop_loss,output,moderate,medium,,,,23,,,0.366,0.387,0.247
30000,60000,508626,good_til_cancel,892,2.69,3,True,True,False,fastest_execution,27,22,5,46,True,1,1,"[""stable""]","[""stable""]",78700.52,77116.38,1inch,0.81,1.43,768,True,0.776,web,2,Reputation-Trust,,,,swap,simple_swap,balanced,moderate,high,,,,22,,,0.412,0.373,0.215
10000,600000,596946,good_til_cancel,786,2.72,2,False,True,True,fastest_execution,21,13,23,43,True,2,1,"[""stable"", ""native""]","[""native""]",79089.9,78103.19,paraswap,0.816,1.35,294,False,0.0,telegram,0,Reputation-Trust,,,,swap,multi_hop_swap,balanced,complex,medium,,,,13,,,0.366,0.369,0.265
10000,30000,262453,good_til_cancel,745,2.21,2,False,True,True,maximize_output,58,14,12,16,True,1,1,"[""native""]","[""native""]",13283.85,13004.91,internal,0.874,1.85,69,False,0.0,web,1,Surplus-First,708.55,5.45,1.65,swap,multi_hop_swap,output,complex,medium,0.482,0.318,0.2,14,,,,,
15000,300000,108532,immediate,826,2.96,3,True,False,True,balanced,50,15,17,18,True,1,1,"[""native""]","[""stable""]",21681.86,22041.22,internal,0.986,2.29,152,False,0.0,api,4,Surplus-First,463.08,2.1,1.23,complex_defi,aggregated_swap,output,moderate,high,0.487,0.317,0.196,15,,,,,
15000,120000,76031,good_til_cancel,627,2.42,4,True,True,True,fastest_execution,18,10,34,38,True,2,2,"[""stable"", ""native""]","[""volatile"", ""volatile""]",57543.3,58276.99,1inch,0.968,1.52,64,False,0.0,telegram,2,Reputation-Trust,,,,complex_defi,multi_token,balanced,moderate,high,,,,10,,,0.411,0.336,0.253
30000,30000,16797,good_til_cancel,603,2.62,3,True,False,True,balanced,46,9,17,28,False,1,2,"[""volatile""]","[""volatile"", ""native""]",19171.31,19006.92,paraswap,0.738,1.88,180,True,0.716,mobile,0,Surplus-First,414.33,2.18,1.64,complex_defi,split_route,output,complex,medium,0.455,0.307,0.238,9,,,,,
5000,120000,88140,fill_or_kill,605,2.44,2,False,False,False,minimize_gas,20,48,10,22,True,1,2,"[""native""]","[""stable"", ""stable""]",15774.2,15514.09,internal,0.878,0.86,483,True,0.735,mobile,2,Gas-Optimized,,,,swap,simple_swap,cost,simple,low,,,,48,0.316,0.22,,,
3000,30000,76909,good_til_cancel,679,2.43,2,False,True,True,balanced,10,53,12,25,False,1,1,"[""volatile""]","[""volatile""]",16099.31,16227.79,paraswap,0.895,1.63,552,True,0.608,telegram,4,Gas-Optimized,,,,swap,simple_swap,cost,moderate,medium,,,,53,0.348,0.18,,,
15000,120000,374873,good_til_cancel,888,2.71,3,True,True,False,balanced,17,17,17,49,True,1,1,"[""stable""]","[""native""]",73912.98,73027.45,1inch,0.958,1.57,411,False,0.0,api,5,Reputation-Trust,,,,complex_defi,split_route,balanced,moderate,medium,,,,17,,,0.388,0.341,0.271
3000,120000,80514,immediate,528,2.44,2,True,False,True,minimize_gas,10,52,15,23,True,1,1,"[""stable""]","[""volatile""]",6246.52,6123.38,paraswap,0.972,0.87,206,False,0.0,web,4,Gas-Optimized,,,,limit_order,standard_limit,cost,simple,medium,,,,52,0.314,0.203,,,
15000,300000,345592,good_til_cancel,857,2.73,4,True,False,False,balanced,18,16,22,44,True,1,1,"[""volatile""]","[""native""]",63938.98,64239.88,coingecko,0.85,1.81,503,False,0.0,web,5,Reputation-Trust,,,,swap,simple_swap,output,moderate,medium,,,,16,,,0.369,0.367,0.264
60000,60000,336498,good_til_cancel,713,2.81,3,False,True,False,maximize_output,16,12,22,50,True,1,1,"[""native""]","[""volatile""]",3649.12,3553.73,coingecko,0.81,1.81,397,False,0.0,web,4,Reputation-Trust,,,,swap,simple_swap,balanced,complex,high,,,,12,,,0.433,0.356,0.211
30000,300000,209692,immediate,909,2.96,2,False,True,True,maximize_output,44,15,18,23,False,1,1,"[""volatile""]","[""native""]",20220.89,20312.43,coingecko,0.762,1.38,694,True,0.757,api,2,Surplus-First,325.89,1.6,0.9,swap,cross_chain,output,moderate,high,0.468,0.361,0.171,15,,,,,
5000,60000,80028,good_til_cancel,732,2.75,4,False,False,False,balanced,46,8,20,26,True,1,1,"[""volatile""]","[""native""]",3557.02,3547.71,1inch,0.866,1.22,385,False,0.0,web,5,Surplus-First,552.49,15.57,1.17,complex_defi,multi_token,balanced,moderate,medium,0.446,0.306,0.248,8,,,,,
